%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE Software Engineering Repository data set made publicly
% available in order to encourage repeatable, verifiable, refutable, and/or
% improvable predictive models of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://promisedata.org/repository .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% (c) 2007  A. Gunes Koru 
%    Contact: gkoru AT umbc DOT edu Phone: +1 (410) 455 8843
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
%      Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
%      Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
% license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
% the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
% this license impairs or restricts the author's moral rights.
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
%
% 1. Title: Recurrent event (defect fix) and size data for Mozilla Classes
%           This one includes a binary attribute (event) to show defect fix.
%	    The data is at the "observation" level. Each modification made to
%	    a C++ class was entered as an observation. A newly added class 
%	    created an observation. The observation period was between 
%	    May 29, 2002 and Feb 22, 2006.
%
% 2. Sources
%    (a) Creator: A. Gunes Koru
%    (b) Date: February 23, 2007
%    (c) Contact: gkoru AT umbc DOT edu Phone: +1 (410) 455 8843
%   
% 3. Donor: A. Gunes Koru 
%   
% 4. Past Usage: This data set was used for:
%
% A. Gunes Koru, Dongsong Zhang, and Hongfang Liu, "Modeling the 
% Effect of Size on Defect Proneness for Open-Source Software", 
% Predictive Models in Software Engineering Workshop, PROMISE 2007,
% May 20th 2007, Minneapolis, Minnesota, US.
% 
% Abstract:
%  Quality is becoming increasingly important with the continuous
%  adoption of open-source software.  Previous research has found that
%  there is generally a positive relationship between module size and
%  defect proneness. Therefore, in open-source software development, it
%  is important to monitor module size and understand its impact on
%  defect proneness. However, traditional approaches to quality
%  modeling, which measure specific system snapshots and obtain future
%  defect counts, are not well suited because open-source modules
%  usually evolve and their size changes over time. In this study, we
%  used Cox proportional hazards modeling with recurrent events to
%  study the effect of class size on defect-proneness in the Mozilla
%  product. We found that the effect of size was significant, and we
%  quantified this effect on defect proneness.
%
% The full paper can be downloaded from A. Gunes Koru's Website
% http://umbc.edu/~gkoru
% by following the Publications link or from the Web site of PROMISE 2007. 
%
% 5. Features:
% 
% This data set is used to create a conditional Cox Proportional
% Hazards Model
%
% id: A numeric identification assigned to each separate C++ class
% (Note that the id's do not increment from the first to the last 
% data row)
%
% start: A time infinitesimally greater than the time of the modification
% that created this observation (practically, modification time). When a 
% class is introduced to a system, a new observation is entered with start=0
%
% end: Either the time of the next modification, or the end of the 
% observation period, or the time of deletion, whichever comes first.
%
% event: event is set to 1 if a defect fix takes place 
% at the time represented by 'end', or 0 otherwise.  A class deletion 
% is handled easily by entering a final observation whose event is set 
% to 1 if the class is deleted for corrective maintenance, or 0 otherwise.
%
% size: It is a time-dependent covariate and its column carries the 
% number of source Lines of Code of the C++ classes 
% at time 'start'. Blank and comment lines are not counted.
%
% state: Initially set to 0, and it becomes 1 after the class 
% experiences an event, and remains at 1 thereafter.


@relation mozilla4

@attribute id numeric
@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute state {0,1}

@data
577,0,558208,0,46,0
578,0,746763,0,239,0
579,0,746761,0,254,0
580,0,738360,0,79,0
581,0,401,1,32,0
581,401,1401263,0,37,1
582,0,120402,1,163,0
582,120402,401218,0,163,1
582,401218,430701,0,163,1
583,0,21973,0,26,0
584,0,22293,0,26,0
585,0,21973,0,17,0
586,0,22293,0,17,0
587,0,433867,1,15,0
587,433867,1028751,1,46,1
587,1028751,1786602,0,46,1
588,0,433867,1,18,0
588,433867,1028751,1,24,1
588,1028751,1786602,0,24,1
589,0,31006,1,17,0
589,31006,546915,0,19,1
590,0,940013,0,40,0
1006,0,1918289,0,538,0
1007,0,1862906,0,390,0
1008,0,1918289,0,60,0
1009,0,1918289,0,45,0
1010,0,1862906,0,471,0
1011,0,1862906,0,389,0
1012,0,1714794,0,572,0
1013,0,1562086,0,115,0
1014,0,1862906,0,249,0
1015,0,372867,0,2099,0
1016,0,148111,0,1449,0
1016,148111,1862905,0,1448,0
1017,0,1056849,0,414,0
591,0,152712,1,581,0
591,152712,425556,1,586,1
591,425556,1020440,1,589,1
591,1020440,1778291,0,589,1
592,0,152684,1,201,0
592,152684,214277,1,240,1
592,214277,236042,1,249,1
592,236042,425528,1,249,1
592,425528,665147,0,249,1
592,665147,669238,1,258,1
592,669238,688193,1,264,1
592,688193,722304,1,274,1
592,722304,1020411,1,274,1
592,1020411,1778262,0,274,1
1018,0,732715,0,204,0
1018,732715,773636,0,204,0
1019,0,136971,1,22,0
1019,136971,807689,1,22,1
1019,807689,1240178,0,22,1
1020,0,732715,0,54,0
1020,732715,773636,0,54,0
1021,0,216398,1,310,0
1021,216398,301392,1,192,1
1021,301392,732714,0,210,1
1021,732714,893983,1,210,1
1021,893983,1008209,1,210,1
1021,1008209,1111679,1,214,1
1021,1111679,1338599,1,214,1
1021,1338599,1360022,0,218,1
1022,0,732715,0,35,0
1022,732715,1111681,1,27,0
1022,1111681,1360025,0,27,1
594,0,118999,0,33,0
594,118999,119074,0,31,0
594,119074,773350,0,26,0
1023,0,1795,1,926,0
1023,1795,17623,1,937,1
1023,17623,171603,1,937,1
1023,171603,180259,0,945,1
1023,180259,307804,1,947,1
1023,307804,440541,1,947,1
1023,440541,455259,1,983,1
1023,455259,556147,0,985,1
1024,0,1338416,0,476,0
1024,1338416,1717382,1,467,0
1024,1717382,1837328,1,467,1
1024,1837328,1935205,1,467,1
1024,1935205,1965725,0,467,1
1025,0,732715,0,222,0
1025,732715,774272,1,207,0
1025,774272,849423,1,217,1
1025,849423,1087697,1,218,1
1025,1087697,1111679,1,221,1
1025,1111679,1288348,1,221,1
1025,1288348,1289119,1,221,1
1025,1289119,1360022,0,237,1
1026,0,216398,1,368,0
1026,216398,277804,1,225,1
1026,277804,732713,0,189,1
1026,732713,805667,1,162,1
1026,805667,1111678,1,163,1
1026,1111678,1360022,0,163,1
593,0,1491,0,182,0
593,1491,717292,0,190,0
1027,0,213078,1,320,0
1027,213078,732715,0,318,1
1027,732715,774362,1,313,1
1027,774362,942052,1,314,1
1027,942052,1111680,1,324,1
1027,1111680,1289166,1,324,1
1027,1289166,1360023,0,324,1
1028,0,732715,0,28,0
1028,732715,1111681,1,28,0
1028,1111681,1360025,0,28,1
1029,0,1003009,0,194,0
1029,1003009,1381975,1,197,0
1029,1381975,1630319,0,197,1
1030,0,22117,0,104,0
1030,22117,401083,1,104,0
1030,401083,620013,1,104,1
1030,620013,649426,0,104,1
1031,0,1003009,0,195,0
1031,1003009,1381975,1,195,0
1031,1381975,1600905,1,195,1
1031,1600905,1630318,0,195,1
1032,0,150527,0,240,0
1032,150527,529493,1,240,0
1032,529493,748423,1,240,1
1032,748423,777836,0,240,1
1033,0,1003009,0,88,0
1033,1003009,1381975,1,81,0
1033,1381975,1630319,0,81,1
1034,0,654833,1,1004,0
1034,654833,657319,1,1273,1
1034,657319,980442,1,1303,1
1034,980442,1003006,0,1297,1
1034,1003006,1381972,1,1297,1
1034,1381972,1630316,0,1297,1
1035,0,657320,1,463,0
1035,657320,1003008,0,462,1
1035,1003008,1381974,1,456,1
1035,1381974,1630318,0,456,1
1036,0,22117,0,141,0
1036,22117,401083,1,141,0
1036,401083,649427,0,141,1
1037,0,1003009,0,184,0
1037,1003009,1381975,1,184,0
1037,1381975,1630319,0,184,1
1038,0,150527,0,113,0
1038,150527,529493,1,113,0
1038,529493,777837,0,113,1
1039,0,657320,1,135,0
1039,657320,1003008,0,144,1
1039,1003008,1218269,1,139,1
1039,1218269,1381973,1,139,1
1039,1381973,1600903,1,139,1
1039,1600903,1630316,0,139,1
1040,0,656778,1,490,0
1040,656778,1003008,0,539,1
1040,1003008,1381974,1,529,1
1040,1381974,1630318,0,529,1
1041,0,564023,1,230,0
1041,564023,699496,1,246,1
1041,699496,708341,0,247,1
1042,0,1296,1,108,0
1042,1296,11394,0,114,1
1043,0,207751,1,393,0
1043,207751,644157,0,481,1
1044,0,144318,0,138,0
1045,0,449453,0,240,0
1046,0,356716,1,1047,0
1046,356716,387376,1,1072,1
1046,387376,1783491,1,1070,1
1046,1783491,1807642,1,1096,1
1046,1807642,1822271,1,1095,1
1046,1822271,1927933,0,1095,1
1047,0,1338416,0,73,0
1047,1338416,1717382,1,72,0
1047,1717382,1965726,0,72,1
1055,0,1338416,0,662,0
1055,1338416,1717382,1,616,0
1055,1717382,1965726,0,616,1
1048,0,1338416,0,240,0
1048,1338416,1717382,1,239,0
1048,1717382,1965726,0,239,1
1049,0,1338416,0,108,0
1049,1338416,1717382,1,107,0
1049,1717382,1965726,0,107,1
1050,0,1338416,0,3141,0
1050,1338416,1445657,1,3147,0
1050,1445657,1717381,1,3147,1
1050,1717381,1936311,1,3147,1
1050,1936311,1965724,0,3147,1
1051,0,1338416,0,241,0
1051,1338416,1717382,1,234,0
1051,1717382,1840452,1,234,1
1051,1840452,1965725,0,233,1
1052,0,1248562,1,328,0
1052,1248562,1338415,0,313,1
1052,1338415,1717381,1,313,1
1052,1717381,1965725,0,313,1
1053,0,1338416,0,57,0
1053,1338416,1717382,1,56,0
1053,1717382,1965726,0,56,1
1054,0,1143410,1,238,0
1054,1143410,1338415,0,230,1
1054,1338415,1717381,1,230,1
1054,1717381,1840451,1,230,1
1054,1840451,1935204,1,228,1
1054,1935204,1965724,0,228,1
595,0,5819,1,268,0
595,5819,10090,1,270,1
595,10090,15584,1,273,1
595,15584,181276,1,275,1
595,181276,210021,1,275,1
595,210021,967872,0,275,1
596,0,122056,1,72,0
596,122056,163760,0,64,1
597,0,6230,1,80,0
597,6230,334285,1,80,1
597,334285,337695,1,80,1
597,337695,493872,1,80,1
597,493872,550137,0,80,1
597,550137,570072,1,76,1
597,570072,570139,1,74,1
597,570139,696431,1,74,1
597,696431,1338411,0,72,1
597,1338411,1717377,1,55,1
597,1717377,1802718,0,55,1
1056,0,12732,0,7,0
1057,0,519119,0,39,0
1058,0,535935,0,10,0
598,0,640684,0,98,0
1059,0,216398,1,318,0
1059,216398,378680,1,340,1
1059,378680,732714,0,405,1
1059,732714,773635,0,407,1
599,0,313426,1,248,0
599,313426,337408,1,245,1
599,337408,585752,0,245,1
1060,0,216398,1,257,0
1060,216398,378680,1,253,1
1060,378680,732714,0,300,1
1060,732714,773635,0,299,1
625,0,47094,1,190,0
625,47094,333560,1,178,1
625,333560,401161,0,151,1
626,0,118999,0,123,0
626,118999,263565,1,9,0
626,263565,333560,1,100,1
626,333560,411406,1,9,1
626,411406,773349,0,104,1
627,0,321117,0,11,0
627,321117,333561,1,102,0
627,333561,334285,1,106,1
627,334285,773311,1,106,1
627,773311,1338415,0,12,1
627,1338415,1690127,0,72,1
628,0,4849,0,170,0
628,4849,13946,0,81,0
628,13946,86500,0,101,0
628,86500,245138,0,159,0
628,245138,278830,0,176,0
628,278830,300973,1,295,0
628,300973,405977,0,327,1
628,405977,574522,0,346,1
628,574522,982657,0,346,1
629,0,83,1,119,0
629,83,25884,0,136,1
629,25884,275995,1,134,1
629,275995,524339,0,134,1
630,0,3307,1,356,0
630,3307,778719,0,352,1
631,0,163760,0,36,0
632,0,47094,1,438,0
632,47094,118999,0,64,1
632,118999,263565,1,57,1
632,263565,321115,0,385,1
632,321115,333559,1,56,1
632,333559,334283,1,54,1
632,334283,411404,1,54,1
632,411404,773347,0,368,1
633,0,321117,0,44,0
633,321117,333561,1,357,0
633,333561,334285,1,353,1
633,334285,337695,1,353,1
633,337695,401224,0,353,1
633,401224,1338413,0,39,1
633,1338413,1690336,1,39,1
633,1690336,1717378,1,36,1
633,1717378,1802719,0,36,1
634,0,163760,0,303,0
635,0,47094,1,436,0
635,47094,298031,1,436,1
635,298031,321116,0,436,1
635,321116,333560,1,412,1
635,333560,334284,1,415,1
635,334284,337694,1,415,1
635,337694,401223,0,415,1
635,401223,401691,1,415,1
635,401691,773308,1,415,1
635,773308,1035120,1,417,1
635,1035120,1040832,1,418,1
635,1040832,1338411,0,418,1
635,1338411,1690334,1,418,1
635,1690334,1717376,1,307,1
635,1717376,1802717,0,307,1
636,0,6192,0,15,0
637,0,118999,0,32,0
637,118999,321110,0,8,0
638,0,1338416,0,8,0
638,1338416,1690128,0,8,0
639,0,321117,0,71,0
639,321117,333561,1,71,0
639,333561,773311,1,71,1
639,773311,1338415,0,72,1
639,1338415,1690127,0,72,1
640,0,97362,1,270,0
640,97362,333561,1,275,1
640,333561,411407,1,275,1
640,411407,493873,1,275,1
640,493873,550138,0,276,1
640,550138,550200,1,279,1
640,550200,752725,0,280,1
641,0,122056,1,159,0
641,122056,163760,0,198,1
642,0,6230,1,185,0
642,6230,97361,1,178,1
642,97361,1338415,0,202,1
642,1338415,1383761,1,164,1
642,1383761,1717380,1,159,1
642,1717380,1802721,0,159,1
643,0,115748,0,128,0
644,0,118999,0,65,0
644,118999,321110,0,11,0
645,0,321111,0,15,0
600,0,851476,0,7,0
601,0,826314,0,16,0
602,0,826314,0,18,0
603,0,826314,0,10,0
1094,0,37585,1,643,0
1094,37585,215959,1,600,1
1094,215959,431580,1,705,1
1094,431580,625083,1,715,1
1094,625083,675290,1,720,1
1094,675290,728356,1,724,1
1094,728356,1004952,1,744,1
1094,1004952,1026462,1,744,1
1094,1026462,1027858,1,744,1
1094,1027858,1754899,1,742,1
1094,1754899,1784312,0,742,1
1095,0,14103,1,565,0
1095,14103,35707,1,569,1
1095,35707,146685,1,617,1
1095,146685,338516,0,624,1
1097,0,176523,1,38,0
1097,176523,1819034,0,38,1
1098,0,176523,1,22,0
1098,176523,1819034,0,22,1
1099,0,298135,0,12,0
1100,0,176523,1,155,0
1100,176523,1819034,0,155,1
1101,0,11157,1,402,0
1101,11157,1498066,1,390,1
1101,1498066,1642509,0,226,1
1102,0,234455,0,78,0
1103,0,176523,1,60,0
1103,176523,1819034,0,60,1
1096,0,158737,1,636,0
1096,158737,220330,1,667,1
1096,220330,242095,1,753,1
1096,242095,431581,1,755,1
1096,431581,625084,1,757,1
1096,625084,671203,0,757,1
1096,671203,675291,1,798,1
1096,675291,694246,1,798,1
1096,694246,697165,1,818,1
1096,697165,698491,1,822,1
1096,698491,705402,1,824,1
1096,705402,711658,1,822,1
1096,711658,728354,1,823,1
1096,728354,896040,1,824,1
1096,896040,1026460,1,824,1
1096,1026460,1027856,1,824,1
1096,1027856,1030705,1,824,1
1096,1030705,1286335,1,824,1
1096,1286335,1298687,1,824,1
1096,1298687,1511595,1,812,1
1096,1511595,1523139,1,814,1
1096,1523139,1655849,1,813,1
1096,1655849,1754894,1,813,1
1096,1754894,1784307,0,813,1
1105,0,1403434,0,65,0
1104,0,41600,0,16,0
1112,0,296171,0,148,0
1113,0,74718,1,861,0
1113,74718,178302,1,850,1
1113,178302,196988,1,868,1
1113,196988,660989,1,877,1
1113,660989,1228882,1,864,1
1113,1228882,1368787,1,1039,1
1113,1368787,1580325,0,1049,1
1114,0,48419,1,830,0
1114,48419,54187,1,856,1
1114,54187,139750,0,873,1
1114,139750,351911,1,879,1
1114,351911,373867,1,896,1
1114,373867,381091,1,904,1
1114,381091,391858,1,904,1
1114,391858,411462,1,939,1
1114,411462,441221,1,940,1
1114,441221,512158,1,984,1
1114,512158,533732,1,984,1
1114,533732,552851,1,995,1
1114,552851,567233,1,996,1
1114,567233,630492,1,991,1
1114,630492,997732,1,991,1
1114,997732,1007241,1,973,1
1114,1007241,1011196,1,984,1
1114,1011196,1050027,1,985,1
1114,1050027,1056734,1,967,1
1114,1056734,1093348,1,936,1
1114,1093348,1118752,1,953,1
1114,1118752,1352770,1,920,1
1114,1352770,1358523,1,1008,1
1114,1358523,1358871,1,1008,1
1114,1358871,1368321,1,1041,1
1114,1368321,1436232,1,1058,1
1114,1436232,1447740,1,1084,1
1114,1447740,1450457,1,1130,1
1114,1450457,1531982,1,1156,1
1114,1531982,1531991,1,1186,1
1114,1531991,1565424,0,1239,1
1114,1565424,1565618,1,1411,1
1114,1565618,1579508,1,1429,1
1114,1579508,1593926,1,1416,1
1114,1593926,1605423,1,1647,1
1114,1605423,1643066,1,1702,1
1114,1643066,1917058,0,1684,1
1115,0,1286578,0,392,0
1116,0,433446,0,10,0
1117,0,50359,1,26,0
1117,50359,64693,1,25,1
1117,64693,1042413,1,26,1
1117,1042413,1414530,0,56,1
1118,0,462858,1,362,0
1118,462858,820572,1,377,1
1118,820572,1286577,0,381,1
1119,0,1286578,0,582,0
1120,0,351097,0,268,0
1121,0,23828,1,255,0
1121,23828,357178,0,262,1
1122,0,30215,1,271,0
1122,30215,43246,1,221,1
1122,43246,43609,1,271,1
1122,43609,919336,0,222,1
1123,0,15914,1,14,0
1123,15914,38617,1,21,1
1123,38617,141857,1,22,1
1123,141857,205116,1,22,1
1123,205116,560226,1,23,1
1123,560226,774731,1,24,1
1123,774731,933485,1,21,1
1123,933485,1491693,0,838,1
1124,0,1525088,0,6,0
1125,0,1027386,1,105,0
1125,1027386,1505609,0,106,1
1106,0,19447,1,32,0
1106,19447,72687,1,178,1
1106,72687,78271,1,194,1
1106,78271,108724,1,199,1
1106,108724,113515,1,198,1
1106,113515,322875,1,324,1
1106,322875,605717,1,327,1
1106,605717,657982,1,326,1
1106,657982,701334,1,326,1
1106,701334,729973,1,326,1
1106,729973,966859,1,322,1
1106,966859,1009183,1,324,1
1106,1009183,1056664,1,330,1
1106,1056664,1072783,1,383,1
1106,1072783,1525051,0,380,1
1107,0,29759,1,8,0
1107,29759,1505609,0,376,1
1108,0,19478,1,6,0
1108,19478,1525088,0,373,1
1109,0,72633,1,57,0
1109,72633,1183887,1,63,1
1109,1183887,1505609,0,65,1
1110,0,6,1,6,0
1110,6,1505609,0,8,1
1111,0,1338416,0,150,0
1111,1338416,1717382,1,149,0
1111,1717382,1936289,1,149,1
1111,1936289,1965725,0,149,1
1061,0,83375,0,431,0
1062,0,297972,1,54,0
1062,297972,562017,1,66,1
1062,562017,640545,1,82,1
1062,640545,715618,1,84,1
1062,715618,715716,1,93,1
1062,715716,721246,1,84,1
1062,721246,835075,1,93,1
1062,835075,998049,0,94,1
1063,0,169,1,444,0
1063,169,204,1,443,1
1063,204,6739,1,443,1
1063,6739,6771,0,443,1
1063,6771,38368,1,443,1
1063,38368,47119,1,443,1
1063,47119,94795,1,443,1
1063,94795,100300,1,456,1
1063,100300,100395,1,456,1
1063,100395,102836,1,462,1
1063,102836,155527,1,470,1
1063,155527,155608,1,553,1
1063,155608,211532,1,553,1
1063,211532,487985,0,553,1
1064,0,32555,1,686,0
1064,32555,383083,1,655,1
1064,383083,417504,1,655,1
1064,417504,443550,1,668,1
1064,443550,569288,0,668,1
1065,0,554588,0,17,0
1066,0,14338,1,5,0
1066,14338,172409,1,5,1
1066,172409,348565,1,5,1
1066,348565,531662,0,5,1
1067,0,61543,0,5,0
1126,0,201166,1,36,0
1126,201166,796050,1,36,1
1126,796050,1553901,0,36,1
1127,0,98,1,28,0
1127,98,20405,1,28,1
1127,20405,487759,1,22,1
1127,487759,1057048,0,21,1
1068,0,887045,1,573,0
1068,887045,1229830,0,573,1
1128,0,14621,1,352,0
1128,14621,505462,1,361,1
1128,505462,515760,1,364,1
1128,515760,518748,1,384,1
1128,518748,652059,0,384,1
1069,0,32672,1,16,0
1069,32672,1631352,0,17,1
1070,0,1631353,0,7,0
1071,0,1631353,0,7,0
1072,0,1040798,1,15,0
1072,1040798,1631353,0,15,1
1129,0,1177669,0,56,0
1130,0,33507,1,94,0
1130,33507,88037,0,82,1
1130,88037,116769,1,83,1
1130,116769,1814684,0,82,1
1131,0,105410,0,127,0
1132,0,8530,1,303,0
1132,8530,34947,0,352,1
1132,34947,143996,0,451,1
1133,0,1338416,0,58,0
1133,1338416,1537794,1,65,0
1133,1537794,1717381,1,60,1
1133,1717381,1965725,0,60,1
1134,0,475147,0,58,0
1135,0,1338416,0,122,0
1135,1338416,1537794,1,119,0
1135,1537794,1717381,1,115,1
1135,1717381,1965725,0,115,1
1136,0,475147,0,122,0
1137,0,433446,0,10,0
1138,0,37203,1,21,0
1138,37203,197214,1,22,1
1138,197214,375328,1,19,1
1138,375328,623672,0,19,1
1139,0,22703,1,212,0
1139,22703,125943,1,213,1
1139,125943,1369609,1,206,1
1139,1369609,1475779,0,211,1
1140,0,114953,1,459,0
1140,114953,336949,0,275,1
1140,336949,483165,1,283,1
1140,483165,694099,0,294,1
1141,0,74911,1,619,0
1141,74911,694291,0,602,1
1073,0,144443,0,34,0
1142,0,4915,1,84,0
1142,4915,6026,0,74,1
1142,6026,7545,1,74,1
1142,7545,9071,1,81,1
1142,9071,149867,1,103,1
1142,149867,683553,1,104,1
1142,683553,945183,0,104,1
1142,945183,1793442,0,104,1
1143,0,1338416,0,381,0
1143,1338416,1537794,1,378,0
1143,1537794,1701726,1,379,1
1143,1701726,1717381,1,379,1
1143,1717381,1965725,0,379,1
1144,0,475147,0,381,0
1145,0,39431,1,78,0
1145,39431,1279631,0,53,1
1074,0,1018027,1,9,0
1074,1018027,1019690,1,14,1
1074,1019690,1584600,0,14,1
1075,0,1255572,0,111,0
1076,0,460717,1,432,0
1076,460717,544953,0,432,1
1077,0,297972,1,54,0
1077,297972,562017,1,66,1
1077,562017,640545,1,82,1
1077,640545,715618,1,84,1
1077,715618,715716,1,93,1
1077,715716,721246,1,84,1
1077,721246,835075,1,93,1
1077,835075,998049,0,94,1
1078,0,554588,0,17,0
1079,0,14338,1,5,0
1079,14338,172409,1,5,1
1079,172409,348565,1,5,1
1079,348565,531662,0,5,1
1080,0,61543,0,5,0
1146,0,1255556,0,197,0
1147,0,177363,1,78,0
1147,177363,1822002,0,77,1
1148,0,55493,1,8,0
1148,55493,477008,1,62,1
1148,477008,1147726,1,30,1
1148,1147726,1580215,0,18,1
1149,0,55493,1,8,0
1149,55493,477008,1,6,1
1149,477008,943427,0,6,1
1081,0,42969,1,181,0
1081,42969,1897571,0,185,1
1082,0,194512,1,45,0
1082,194512,548687,0,26,1
1150,0,546916,0,80,0
1151,0,5883,1,402,0
1151,5883,10195,1,402,1
1151,10195,15798,1,402,1
1151,15798,21724,1,564,1
1151,21724,36164,1,562,1
1151,36164,36783,1,564,1
1151,36783,50531,1,563,1
1151,50531,82391,1,564,1
1151,82391,126890,0,564,1
1151,126890,126942,1,563,1
1151,126942,299333,1,552,1
1151,299333,299350,1,554,1
1151,299350,522698,1,552,1
1151,522698,605612,1,553,1
1151,605612,642615,1,587,1
1151,642615,676596,1,587,1
1151,676596,1026823,1,587,1
1151,1026823,1026923,1,591,1
1151,1026923,1029602,1,590,1
1151,1029602,1029615,1,602,1
1151,1029615,1109083,0,602,1
1152,0,50,1,28,0
1152,50,11897,1,28,1
1152,11897,385073,0,28,1
1156,0,34172,1,20,0
1156,34172,660261,1,25,1
1156,660261,1092750,0,25,1
1157,0,34172,1,49,0
1157,34172,282996,1,54,1
1157,282996,283013,1,56,1
1157,283013,626279,1,56,1
1157,626279,660260,1,87,1
1157,660260,854657,1,87,1
1157,854657,854749,1,96,1
1157,854749,855608,1,96,1
1157,855608,855712,1,96,1
1157,855712,871879,1,96,1
1157,871879,875400,1,96,1
1157,875400,1092746,0,97,1
1153,0,385074,0,10,0
1154,0,5883,1,120,0
1154,5883,15798,1,120,1
1154,15798,36783,1,132,1
1154,36783,37685,1,139,1
1154,37685,336968,1,139,1
1154,336968,676599,1,139,1
1154,676599,1026826,1,139,1
1154,1026826,1109087,0,145,1
1155,0,5883,1,114,0
1155,5883,15798,1,114,1
1155,15798,26036,1,267,1
1155,26036,36783,1,263,1
1155,36783,49358,1,276,1
1155,49358,69481,1,276,1
1155,69481,69509,1,852,1
1155,69509,69534,1,852,1
1155,69534,70438,1,852,1
1155,70438,76605,1,857,1
1155,76605,77077,1,855,1
1155,77077,77954,1,855,1
1155,77954,101136,1,880,1
1155,101136,128017,1,883,1
1155,128017,152814,1,889,1
1155,152814,270789,1,895,1
1155,270789,533769,1,895,1
1155,533769,540232,1,895,1
1155,540232,553127,1,884,1
1155,553127,554618,1,881,1
1155,554618,676593,1,888,1
1155,676593,871225,1,888,1
1155,871225,910314,1,948,1
1155,910314,973493,1,984,1
1155,973493,1109082,0,985,1
1161,0,1324335,1,28,0
1161,1324335,1536360,0,28,1
1158,0,24327,1,208,0
1158,24327,96758,0,208,1
1158,96758,272670,0,208,1
1159,0,25429,1,90,0
1159,25429,273773,0,90,1
1160,0,24327,1,197,0
1160,24327,200159,1,197,1
1160,200159,230641,1,198,1
1160,230641,272669,0,204,1
1162,0,18155,1,43,0
1162,18155,1077399,0,41,1
1163,0,43753,1,748,0
1163,43753,496742,1,756,1
1163,496742,773570,1,772,1
1163,773570,829116,1,822,1
1163,829116,1280521,1,830,1
1163,1280521,1792716,0,897,1
1164,0,454140,1,207,0
1164,454140,879266,1,199,1
1164,879266,1792718,0,205,1
1165,0,128,1,114,0
1165,128,152974,0,115,1
1166,0,143721,0,339,0
1166,143721,855430,0,344,0
1166,855430,1338414,0,375,0
1166,1338414,1404103,1,384,0
1166,1404103,1580794,1,384,1
1166,1580794,1717379,1,383,1
1166,1717379,1936309,1,383,1
1166,1936309,1965722,0,383,1
1167,0,207165,1,27,0
1167,207165,558786,0,27,1
1168,0,219256,0,29,0
1169,0,36161,1,22,0
1169,36161,341055,1,22,1
1169,341055,773544,0,22,1
1170,0,1538168,0,11,0
1171,0,51674,0,16,0
1172,0,775,1,23,0
1172,775,1560,1,23,1
1172,1560,27609,1,23,1
1172,27609,155267,0,23,1
1173,0,255748,1,23,0
1173,255748,616815,0,23,1
1174,0,48315,0,14,0
1175,0,469,1,13,0
1175,469,19757,1,13,1
1175,19757,1808813,0,14,1
1176,0,24368,1,45,0
1176,24368,336837,1,45,1
1176,336837,410001,1,31,1
1176,410001,588789,0,31,1
1176,588789,761622,0,31,1
1177,0,250859,1,15,0
1177,250859,629680,1,15,1
1177,629680,714365,1,15,1
1177,714365,814831,0,15,1
1178,0,250859,1,53,0
1178,250859,305833,1,53,1
1178,305833,629679,1,49,1
1178,629679,714364,1,49,1
1178,714364,1099998,1,49,1
1178,1099998,1451619,0,32,1
1179,0,245178,1,68,0
1179,245178,402172,0,68,1
1179,402172,476977,0,68,1
1180,0,49849,0,17,0
1083,0,1228,1,4,0
1083,1228,7087,0,4,1
1084,0,1228,1,4,0
1084,1228,7087,0,4,1
1085,0,277805,0,4,0
1086,0,289894,0,4,0
1087,0,289894,0,4,0
1088,0,277805,0,4,0
1089,0,289691,1,4,0
1089,289691,289893,1,4,1
1089,289893,290918,1,4,1
1089,290918,296777,0,4,1
1090,0,289691,1,4,0
1090,289691,289893,1,4,1
1090,289893,290918,1,4,1
1090,290918,296777,0,4,1
1091,0,277805,0,89,0
1092,0,289691,1,89,0
1092,289691,289893,1,89,1
1092,289893,290918,1,89,1
1092,290918,296777,0,89,1
1093,0,289691,1,89,0
